question,answer
First time investor wanting to invest in index funds especially Vanguard,"Congratulations on deciding to save money and choosing to invest it. One thing to know about mutual funds including index funds is that they typically require a minimum investment of a few thousand dollars, $3000 being a typical amount, unless the investment is in an IRA in which case $1000 might be a minimum. In some cases, automated monthly investments of $50 or $100 might need to be set up if you are beginning with a small balance. There is nothing wrong with your approach. You now should go and look at the various requirements for specific index funds. The Fidelity and Vanguard families are good choices and both offer very low-cost index funds to choose from, but different funds can have different requirements regarding minimum investments etc. You also have a choice of which index you want to follow, the S&P 500 Index, MidCap Indexes, Small-Cap Indexes, Total Stock Market Indexes etc., but your choice might be limited  until you have more money to invest because of minimum investment rules etc.   Most important, after you have made your choice, I urge you to not look every day, or even every month, to see how your investment is doing. You will save yourself a lot of anxiety and will save yourself from making wrong decisions.  Far too many investors ignore the maxim ""Buy Low, Sell High"" and pull money out of what should be long-term investments at the first flicker of a downturn and end up buying high and selling low. Finally, the time is approaching when most stock funds will be declaring dividends and capital gains distributions. If you invest now, you may end up with a paper profit on which you will have to pay taxes (in  non-tax-advantaged accounts) on your 2012 tax return (this is called ""buying a dividend""), and so you might want to spend some time investigating now, but actually make the investment in late December after your chosen fund has made its distributions (the date for this will be on the fund's web site) or in early 2013."
HELOC vs. Parental Student Loans vs. Second Mortgage?,"I'd like to propose a 4th option: Let your kid(s) take out their own student loans, and then you can make payments directly to help them pay them down. Some advantages to this method: Note the many similarities to the HELOC, which would probably be my second choice."
I'm 23 and was given $50k. What should I do?,"To add to @michael's solid answer, I would suggest sitting down and analyzing what your priorities are about paying off the student loan debt versus investing that money immediately. (Regardless, the first thing you should do is, as michael suggested, pay off the credit card debt) Since it looks like you will be having some new expenses coming up soon (rent, possibly a new car), as part of that prioritization you should calculate what your rent (and associated bills) will cost you on a monthly basis (including saving a bit each month!) and see if you can afford to pay everything without incurring new debt. I'd recommend trying to come up with several scenarios to see how cheaply you can live (roommates, maybe you can figure out a way to go without a car, etc).  If, for whatever reason, you find you can't afford everything, then I would suggest taking a portion of your inheritance to at least pay off enough of your student loans so that you can afford all of your costs per month, and then save or invest the rest. (You can invest all you like, but if you don't live within your means, it won't do you any good.) Finally -- be aware that you may have other factors that come into play that may override financial considerations. I found myself in a situation similar to yours, and in my case, I chose to pay off my debts, not because it necessarily made the best financial sense, but that because of those other considerations, paying off that debt meant I had a significant level of stress removed from my life, and a lot more peace of mind."
Roth vs. Whole Insurance vs. Cash,"You're extremely fortunate to have $50k in CDs, no debt, and $3800 disposable after food and rent. Congrats. Here's how I would approach it. If you see yourself getting into a home in the next couple of years, stay safe and liquid. CDs (depending on the duration) fit that description. Because you have disposable income and you're young, you should be contributing to a Roth IRA. This will build in value and compound over your lifetime, so that when you're in your 70s you'll actually have a retirement.  Financial planners love life insurance because that's how they make all their money. I have whole life insurance because its cash value will be part of my retirement. It may also cover my wife if I ever decide to get married. It may or may not make sense for you now depending on how soon you want to buy a home and home expensive they are in your zip code.  Higher risk, higher reward- you can count on that. Keep the funds in the United States and don't try to get into any slick financial moves.  If you have a school in town, see if you can take an Intro to Financial Planning class. It's extremely helpful for anyone with these kinds of questions."
"What exactly is a ""bad,"" ""standard,"" or ""good"" annual raise? If I am told a hard percentage and don't get it, should I look elsewhere?","What makes a ""standard"" raise depends on how well the economy is doing, how well your particular industry is doing, and how well your employer is doing. All these things change constantly, so anyone who says, ""a good raise is 5%"" or whatever number is being simplistic. Even if true when he said it, it won't necessarily be true next year, or this year in a different industry, etc. The thing to do is to look for salary surveys that are reasonably current and applicable. If today, in your industry, the average annual raise is 3% -- again, just making up a number -- then that's what you should think of as ""standard"". If you want a number, okay: In general, as a first-draft number, I look for a raise that's 2% or so above the current inflation rate. Yes, of course I'd LIKE to get a 20% raise every year, but that's not going to happen in real life. On the other hand if a company gives me raises that don't keep pace with inflation, than barring special circumstances I'm going to be looking for another job. But there are all sorts of special circumstances. If the economy is in a depression and unemployment in my field is 50%, I'll probably figure I'm lucky to have a job at all and not be too worried about raises. If the economy is booming and all my friends are getting 10% and 20% raises, then I'll want that too. As others have said, in the United States at least, the best way to get a pay raise is to change jobs. I think most American companies are absolutely stupid about this. They don't want to give current employees big raises, so they let them quit, and then hire replacements at a much higher salary than they were paying the guy they just drove to quit. And the replacement doesn't know the company and may have a lot to learn before he is fully productive. And then they congratulate themselves that they kept raises this year to only 3% -- even though total salaries paid went up by 10% because the new hires demanded higher salaries. They actively punish employees for staying with the company. (Reminds me of an article I read in a business magazine by an executive of a cell phone company. He bemoaned the fact that in the cell phone industry it is very hard to keep customers: they are constantly switching to other vendors. And I thought, Duh, maybe it's because you offer big discounts for the first year or two, and after that you jack your prices up through the roof. You actively punish your customers for staying with you more than 2 years, and then you wonder why customers leave after 2 years.) Oh, if you do change jobs: Absolutely do not buy a line of ""we'll start you off with this lower salary but don't worry because you'll get a big raise in a year"". When you're looking for a job, it's very easy to turn down a poor offer. Once you have taken a job, leaving to get another job is a big decision and a lot of work. So you have way more bargaining power on starting salary than on raises. And the company knows it and is trying to take advantage of it. Also consider not just percentage increase but what you're making now versus what other people with similar experience are making. If people comparable to you are making $50k and you're making $30k, you're more likely to get a big raise than if you're already making $80k. If the company says, ""We just don't have the budget to give you a raise"", the key question is, ""Is that true?"" If the company is tottering on the edge of bankruptcy and trying to cut costs everywhere, then even if they know you're a good and productive employee, they may really just not have the money to give you a good raise. But if business is booming, this could just be an excuse. It might be an excuse for ""we're trying to bleed employees white so the CEO can get another million dollar bonus this year"". Or it might be a euphemism for ""you're really not a very useful employee and we're seriously thinking of firing you, no way we're going to give you a raise for the little bit of work you do when you bother to show up"". My final word: Be realistic. What matters isn't what you want or think you need, but what you are worth to the company, and what other people with similar skills are willing to work for. If you are doing work that brings in $20k per year for the company, there is no way they are going to pay you more than $20k for very long. You can go on and on about how expensive it is these days to pay the mortgage and pay medical bills and feed your 10 children and support your cocaine addiction, but none of that is relevant to what you are worth to the company. Likewise if there are millions of people out there who would love to have your job for $20k, if you demand a lot more than that they're going to fire you and hire one of them. Conversely, if you're bringing in $100k a year for the company, they'll be willing to pay you a substantial percentage of that."
"Finding stocks following performance of certain investor, like BRK.B for Warren Buffet","A couple points, first you don't point out what investors you want to invest with, and second BRK.B does not track anything; it is just a very small slice of his entire holdings BRK.A minus the voting rights. One solid way to go would be to buy BRK.B and also a tech ETF like QQQ, or XLK, ..or both."
Starting a new job. Help me with retirement/debt planning please!,"I would go with your alternative idea: get rid of the debt as fast as possible.    You have $32k of debt. It's a lot, but with your new $90k salary, do you think you could get rid of it all in 12 months? See if you can make that happen. Once the debt is gone, you'll be in a position to invest as much as you want and keep all your gains. You are worried about sacrificing future money in your investments, but if you eliminate the debt over the next year, this will be minimized. Just lose the debt."
Common Stock Options Value,"Par value of common stock is essentially a historical artifact; it is a price at which the company will redeem shares directly.  If common stock has any par value at all, it is always so low that no one would ever redeem, preferring to sell in the market at a better price.  Par is obviously much more relevant to debt securities than equities. So you do need a strike price.  ljwobker's letter is a typical one, in that companies often make the strike price for granted options a formula based on the market price of the stock at the time of the grant, say 100% of market or 110% of market.  But you will obviously need to find out what strike your company is offering."
Calculating savings from mortgage interest deduction vs. standard deduction?,"Those choices aren't mutually exclusive.  Yes, most discussion of the mortgage interest deduction ignores the fact that for a standard itemizer, much, if not all of this deduction can be lost.  For 2011, the std deduction for a single is $5,800. It's not just mortgage interest that's deductible, state income tax, realestate tax, and charitable contributions are among the other deductions. If this house is worth $350K, the property tax is about $5K, and since it's not optional, I'd be inclined to assume that it's the deduction that offsets the std deduction. Most states have an income tax, which tops off the rest. You are welcome to toss this aside as sophistry, but I view it as these other deductions as 'lost' first.  I'm married, and our property tax is more than our standard deduction, so when doing the math, the mortgage is fully deductible, as are our contributions.  In your case, the numbers may play out differently. No state tax? Great, so it's the property tax and deductions you'd add up first and decide on the value the mortgage deduction brings.  Last, I don't have my mortgage for the deduction, I just believe that long term my other investments will exceed, after tax, the cost of that mortgage."
Is dividend taxation priced in derivatives?,"While derivative pricing models are better modeling reality as academia invests more into the subject, none sufficiently do. If, for example, one assumes that stock returns are lognormal for the purposes of pricing options like Black Scholes does, the only true dependent variable becomes log-standard deviation otherwise known as ""volatility"", producing the infamous ""volatility smile"" which disappears in the cases of models with more factors accounting for other mathematical moments such as mean, skew, and kurtosis, etc.  Still, these more advanced models are flawed, and suffer the same extreme time mispricing as Black Scholes.  In other words, one can model anything however one wants, but the worse the model, the stranger the results since volatility for a given expiration should be constant across all strikes and is with better models. In the case of pricing dividends, these can be adjusted for the many complexities of taxation, but the model becomes ever more complex and extremely computationally expensive for each eventuality.  Furthermore, with more complexity in any model, the likelihood of discovering a closed form in the short run is less. For equities in a low interest rate, not high dividend yield, not low volatility, low dividend tax environment, the standard swap pricing models will not provide results much different from one where a single low tax rate on dividends is assumed. If one is pricing a swap on equity outside of the bounds above, the dividend tax rate could have more of an effect, but for computational efficiency, applying a single assumed dividend tax rate would be optimal with D*(1-x), instead of D in a formula, where D is the dividend paid and x is the tax rate. In short, a closed form model is only as good as its assumptions, so if anomalies appear between the actual prices of swaps in the market and a swap model then that model is less correct than the one with smaller anomalies of the same type.  In other words, if pricing equity swaps without a dividend tax rate factored more closely matches the actual prices than pricing with dividend taxes factored then it could be assumed that pricing without a dividend tax factored is superior.  This all depends upon the data, and there doesn't seem to be much in academia to assist with a conclusion. If equity swaps do truly provide a tax advantage and both parties to a swap transaction are aware of this fact then it seems unlikely swap sellers wouldn't demand some of the tax advantage back in the form of a higher price.  A model is no defense since volatility curves persist despite what Black Scholes says they should be."
Long term investment for money,"I'd open the Roth IRA account and fund for 2015 and 2016. For the very long term, I'd learn about index funds, specifically a low cost S&P mutual fund or ETF."
Emptying a Roth IRA account,"If you have multiple accounts, you have to empty them all before you can deduct any losses. Your loss is not a capital loss, its a deduction. It is calculated based on the total amount you have withdrawn from all your Roth IRA's, minus the total basis. It will be subject to the 2% AGI treshhold (i.e.: if your AGI is > 100K, none of it is deductible, and you have to itemize to get it). Bottom line - think twice. Summarizing the discussion in comments: If you have a very low AGI, I would guess that your tax liability is pretty low as well. Even if you deduct the whole $2K, and all of it is above the other deductions you have (which in turn is above the standard deduction of almost $6K), you save say $300 if you're in 15% tax bracket. That's the most savings you have. However I'm assuming something here: I'm assuming that you're itemizing your deductions already and they're above the standard deduction. This is very unlikely, with such a low income. You don't have state taxes to deduct, you probably don't spend a lot to deduct sales taxes, and I would argue that with the low AGI you probably don't own property, and if you do - you don't have a mortgage with a significant interest on it. You can be in 15% bracket with AGI between (roughly) $8K and $35K, i.e.: you cannot deduct between $160 and $750 of the $2K, so it's already less than the maximum $300. If your AGI is $8K, the deduction doesn't matter, EIC might cover all of your taxes anyway. If your AGI is $30K, you can deduct only $1400, so if you're in the 15% bracket - you saved $210. That, again, assuming it's above your other deductions, which in turn are already above the standard deduction. Highly unlikely. As I said in the comments - I do not think you can realistically save on taxes because of this loss in such a manner."
Is there a difference between buying few shares of an expensive stock vs many shares of an inexpensive one?,"One difference is the bid/ask spread will cost you more in a lower cost stock than a higher cost one. Say you have two highly liquid stocks with tiny spreads: If you wanted to buy say $2,000 of stock: Now imagine these are almost identical ETFs tracking the S&P 500 index and extrapolate this to a trade of $2,000,000 and you can see there's some cost savings in the higher priced stock. As a practical example, recently a popular S&P 500 ETF (Vanguard's VOO) did a reverse split to help investors minimize this oft-missed cost."
How are ADRs priced?,"Academic research into ADRs seems to suggest that pairs-trading ADRs and their underlying shares reveals that there certainly are arbitrage opportunities, but that in most (but not all cases) such opportunities are quickly taken care of by the market. (See this article for the mexican case, the introduction has a list of other articles you could read on the subject). In some cases parity doesn't seem to be reached, which may have to do with transaction costs, the risk of transacting in a foreign market, as well as administrative & legal concerns that can affect the direct holder of a foreign share but don't impact the ADR holder (since those risks and costs are borne by the institution, which presumably has a better idea of how to manage such risks and costs). It's also worth pointing out that there are almost always arbitrage opportunities that get snapped up quickly: the law of one price doesn't apply for very short time-frames, just that if you're not an expert in that particular domain of the market, it might as well be a law since you won't see the arbitrage opportunities fast enough. That is to say, there are always opportunities for arbitrage with ADRs but chances are YOU won't be able to take advantage of it (In the Mexican case, the price divergence seems to have an average half-life of ~3 days). Some price divergence might be expected: ADR holders shouldn't be expected to know as much about the foreign market as the typical foreign share holder, and that uncertainty may also cause some divergence. There does seem to be some opportunity for arbitrage doing what you suggest in markets where it is not legally possible to short shares, but that likely is the value added from being able to short a share that belongs to a market where you can't do that."
What should I do with the change in my change-jar?,"I don't know if those machines work this way in the UK too, but here in the US you can often avoid the coin-counting fee if you opt to convert the money into a gift certificate instead of cash.  I routinely convert my coins to Amazon gift certificate money with no charge.  Individual machines differ in which particular gift cards they use, but at the least, almost all of them offer the option for a no-fee conversion to a voucher/gift certificate to the store where the machine is.  So it's likely you'd be able to use the machine to convert the cash to ""money"" you can use to buy groceries."
Why are US target retirement funds weighted so heavily towards US stocks?,"A target date fund is NOT a world market index. There is no requirement that it be weighted based on the weights of the various world stock markets. If anything, historically (since the invention of target date funds), a 2:1 ratio is actually pretty low. 6:1 is, or was, probably more common. Just a token amount to non-US investments."
What should I be doing to protect myself from identity theft?,"I've received letters notifying me of data breaches in the past.  In the end, I've never signed up for the offered protection service, figuring if ""they"" can hack Target or ADP or the IRS, they can hack anybody, like...  Equifax. And now Equifax has been hacked. My family's Social Security Numbers were stolen from a hospital database.  I think that information, plus public information was used to gain further data from the IRS FAFSA tool.  (we got a letter from the IRS).  Ultimately, fraudsters used whatever data they had to file a tax return with the IRS and with the Cali FTB (we don't and never have lived in California).  We got letters from both, and managed to stop the fraud before it really impacted us...other than having to file a paper tax form this past tax season. Anyway...  in a world where Equifax gets hacked:  the only solution is: I don't bother with the crazy password schemes you talk about...  I have a few different passwords I use, but most my investment accounts use the same username and password. It's all about risk.  Bruce Schneier says the same thing.  The amount to spend on security should depend on what you're trying to protect.  I don't care much if somebody gets into my google account, because I have a google account just because I have to.  I barely use it at all.  Similarly my yahoo account.  My yahoo account uses my ""insecure password"", and my investment accounts use my ""secure password"".  Credit Card info?  Meh.  Unless they get into the credit card company database, which undoubtedly has my Social Security Number, it's not that big of a deal.  Yeah, they can make fraudulent charges, but there are legal protections, so in theory I can't be out any money. So think this way:  what's the risk, and what's the appropriate level of effort to take to mitigate that risk."
Is investing in an ETF generally your best option after establishing a Roth IRA?,"It's hard to know what to tell you without knowing income, age, marital status, etc., so I'll give some general comments. ETFs come in all varieties.  Some have more volatility than others.  It all depends on what types of assets are in the fund. Right now it's tough to outpace inflation in an investment that's ""safe"" (CDs for example).  Online savings accounts pay 1% or less now. Invest only in what you understand, and only after everything else is taken care of (debt, living expenses, college costs, etc.)  A bank account is just fine.  You're investing in US Dollars.  Accumulating cash isn't a bad thing to do."
Are stocks always able to be bought and sold at market price?,"In general stock markets are very similar to that, however, you can also put in limit orders to say that you will only buy or sell at a given price. These sit in the market for a specified length of time and will be executed when an order arrives that matches the price (or better). Traders who set limit orders are called liquidity (or price) makers as they provide liquidity (i.e. volume to be traded) to be filled later. If there is no counterparty (i.e. buyer to your seller) in the market, a market maker; a large bank or brokerage who is licensed and regulated to do so, will fill your order at some price. That price is based on how much volume (i.e. trading) there is in that stock on average. This is called average daily volume (ADV) and is calculated over varying periods of time; we use ADV30 which is the 30 day average. You can always sell stocks for whatever price you like privately but a market order does not allow you to set your price (you are a price taker) therefore that kind of order will always fill at a market price. As mentioned above limit orders will not fill until the price is hit but will stay on book as long as they aren't filled, expired or cancelled."
Should I finance a new home theater at 0% even though I have the cash for it?,"I think so.  I am doing this with our furniture.  It doesn't cost me any more money to pay right now than it will to pay over the course of 3 years, and I can earn interest on the money I didn't spend. But know this: they aren't offering 0%, they are deferring interest for 3 years.  If you pay it off before then great, if you don't you will owe all the accumulated interest. The key with these is that you always pay it, and on time.  Miss a payment and you get hosed.  If you don't pay on time you will owe the interest that is being deferred.  They will also be financing this through a third party (like a major bank) and that company is now ""doing business with you"" which means in the US they can call you and solicit new services.  I am willing to deal with those trade offs though, plus, as you say, you can always pay it off. WHY THEY DO IT (what is in it for them...) A friend of mine works for a major bank that often finances these deals here is how they work. Basically, banks do this to generate leads for their divisions that do cold calls.  If you are a high credit, high income customer you go to a classic bank and request cash, if you are building credit or have bad credit, you go to a ""financial services"" branch.  If you tend to finance things like cars and furniture, you get more cold calls."
Which Benjamin Graham book should I read first: Security Analysis or Intelligent Investor?,"Having thought about it, I decided to start with another book by the same author : ""The Interpretation of Financial Statements"". I do not have a sufficiently strong basis to know what either ""The Intelligent Investor"" or ""Security Analysis"" are even about. Yeah, I might understand things, but I wouldn't grasp the essence, as I would be too busy figuring out what I didn't understand and miss the forest for the trees."
Will a credit card issuer cancel an account if it never incurs interest?,"While technically true, a card issuer can cancel your card for almost any reason they want, it's highly unlikely they'll cancel it because you pay your bills! There are many, many people out there that pay their bills in full every month without ever paying a cent in credit card interest. I wouldn't ever purposefully incur any interest on a credit card. Related anecdote: I used to have a credit card that I only used for gas purchases because they gave 5% off for fuel. The issuer eventually discontinued the program (I assume because people like me took advantage of it.) So while they didn't cancel my card, the bonus eventually went away. I miss that card. My conclusion: if you can take advantage of promotional rates, by all means, go for it. You don't owe them any favors. Enjoy it as long as it lasts."
In the UK what are citizens legally obliged to do (in order to not be fined),"Edited to add an important one that I forgot, because I don't have a TV myself. You need to: That's really about it, unless you're employing people or running a business turning over more than £81,000 per year (or doing one of a number of relatively unlikely things that require specific paperwork, such as owning a horse or farm animal (but not a dog or cat or similar)). It's not a bureaucratic country. None of those things except the driving licence/car tax/MOT test/car insurance will be a police matter if omitted, but you could be fined for them (although it's vanishingly unlikely that you'd be fined for not registering to vote and for jury service). You don't need to understand the law before being on a jury, because it's the judge's job to ensure that the jury understand the law as it relates to the case in front of them. A few pieces of paperwork jargon for you:"
Does settlement of second mortgage count as short sale?,No that will not count as a short sale although it may still affect your chances of getting a loan because some lenders wont want to see it on your credit if you are pursuing a new FHA loan. In the best case scenario you will need an explanation letter of why you did this. In the worst case scenario the lender will want you to wait to get financing.  Try and find a lender with NO FHA overages which means they don't put additional restrictions on giving you an FHA insured loan. That type of lender will be your best choice because they just follow FHA rules and don't add any additional requirements.
What to think of two at the money call options with different strike prices and premiums?,"As other uses have pointed out, your example is unusual in that is does not include any time value or volatility value in the quoted premiums, the premiums you quote are only intrinsic values.  For well in-the-money options, the intrinsic value will certainly be the vast majority of the premium, but not the sole component. Having said that, the answer would clearly be that the buyer should buy the $40 call at a premium of $10.  The reason is that the buyer will pay less for the option and therefore risk less money, or buy more options for the same amount of money.  Since the buyer is assuming that the price will rise, the return that will be realised will be the same in gross terms, but higher in relative terms for the buyer of the $40 call.   For example, if the underlying price goes to $60, then the buyer of the $40 call would (potentially) double their money when the premium goes from $10 to $20, while the buyer of the $30 call would realise a (potential) 50% profit when the premium goes from $20 to $30. Considering the situation beyond your scenario, things are more difficult if the bet goes wrong.  If the underlying prices expires at under $40, then the buyer of the $40 call will be better off in gross terms but may be worse off in relative terms (if it expires above $30).  If the underlying price expires between $40 and $50, then the buy of the $30 will be better off in relative term, having lost a smaller percentage of their money."
"What to do with an expensive, upside-down car loan?","If you can't sell it, refinance the bugger.  Even if you can knock the interest rate down to 8% and take out a 3-year loan, you'll save about $100 per month.  Or really kill the payment (but pay more interest) by taking out another 6-year.  A 6-year at 9% on $12k is only $215/month. My credit union routinely advertises specials on car loans.  It shouldn't be difficult to get out of the usurious loan you have now. As for others' advice about getting another job, having been a PhD student I hesiate to suggest that you get another one, because your job is probably your life right now.  But can your wife (or even you) start a blog on a subject that interests you?  A few posts a week add up over time, and pretty soon you have a real asset that can be another basket to put your eggs in."
Pay off credit card debt or earn employer 401(k) match?,"There is a very simple calculation that will answer the question: Is the expected ROI of the 401K including the match greater than the interest rate of your credit card? Some assumptions that don't affect the calculation, but do help illustrate the points. You have 30 years until you can pull out the 401K. Your credit card interest rate is 20% compounded annually.  The minimum payoffs are being disregarded, because that would legally just force a certain percentage to credit card. You only have $1000.  You can either pay off your credit card or invest, but not both.  For most people, this isn't the case.  Ideally, you would simply forego $1000 worth of spending, AND DO BOTH  Worked Example: Pay $1000 in Credit Card Debt, at 20% interest.   After 1 year, if you pay off that debt, you no longer owe $1200.  ROI = 20% (Duh!) After 30 years, you no longer owe (and this is pretty amazing) $237,376.31.  ROI = 23,638% In all cases, the ROI is GUARANTEED. Invest $1000 in matching 401k, with expected ROI of 5%. 2a. For illustration purposes, let's assume no match After 1 year, you have $1050 ($1000 principal, $0 match, 5% interest) - but you can't take it out. ROI = 5% After 30 years, you have $4321.94, ROI of 332% - assuming away all risk. 2b. Then, we'll assume a 50% match. After 1 year, you have $1575 ($1000 principle, $500 match, 5% interest) - but you can't take it out. ROI = 57% - but you are  stuck for a bit After 30 years, you have $6482.91, ROI of 548% - assuming away all risk. 2c. Finally, a full match After 1 year, you have $2100 ($1000 principle, $1000 match, 5% interest) - but you can't take it out. ROI = 110% - but again, you are stuck. After 30 years, you have $8643.89, ROI of 764% - assuming away all risk. Here's the summary - The interest rate is really all that matters.  Paying off a credit card is a guaranteed investment.   The only reason not to pay off a 20% credit card interest rate is if, after taxes, time, etc..., you could earn more than 20% somewhere else.   Note that at 1 year, the matching funds of a 401k, in all cases where the match exceeded 20%, beat the credit card. If you could take that money before you could have paid off the credit card, it would have been a good deal. The problem with the 401k is that you can't realize that gain until you retire. Credit Card debt, on the other hand, keeps growing until you pay it off. As such, paying off your credit card debt - assuming its interest rate is greater than the stock market (which trust me, it almost always is) - is the better deal. Indeed, with the exception of tax advantaged mortgages, there is almost no debt that has an interest rate than is ""better"" than the market."
What is the equivalent of the QQQ in the UK for the FTSE 100?,"I searched for FTSE 100 fund on Yahoo Finance and found POW FTSE RAF UK 100 (PSRU.L), among many others.  Google Finance is another possible source that immediately comes to mind."
Should you keep your stocks if you are too late to sell?,"The stock price is not only based on the general market trend and the stock's current profitability and prospects, but is also based on prediction of how the stock's prospects might change in the future. In almost every case, there are professional investors analysing the stock's future prospects and considering whether it's over or under values for its current price. However even professionals can be totally wrong.  If you feel like you have a good grasp on whether the stock will have improving or declining prospects over time, then you might be (if you're right) equipped to make a sensible decision on whether to hold the stock or not. If you don't think you have a good understanding about the stock, then an understanding of the general market direction might at least make stock in general worth holding. Otherwise, you are simply taking a punt. If you know of another stock that has better prospects, then ask yourself why you would hold onto the stock that you think will perform worse.  But also bear in mind that (in my understanding) research has shown that, on average, people who try to pick stocks rarely do better than a random selection, and more stock trades means more brokerage (which thanks to brokerage losses would mean you will end up doing worse than average unless you really do know better than the market)."
How to dollar-cost-average with a large amount of money in a savings account?,"I up voted JoeTaxpayer but i would like add a couple of things. Dollar Cost averaging over a 5 day period is in no way practical.  If you get a 1% swing in that time that would be quite a lot. Personally I think 5 years is way to long.  When markets go down they go down fast. I would suggest 1 to 2 years investing quarterly.   I would hate seeing you miss out on market gains for a 5 year period on the last of your money. The whole point of Dollar Cost averaging instead of market timing is the mantra ""Its about time in the market not timing the market""  So if you have money on the sidelines for years you are missing out on your time in the market."
Should I buy a house with a friend?,"I did this about 8 years ago with a buddy in Chicago for the reasons specified in the original post.  As other posters have suggested, we discussed  a lot of the same questions listed above, figured out the possible scenarios, and then had a lawyer draw up a contract.  We bought a 3 bedroom house, and rented out the 3rd bedroom.  Overall, it was a great experience.  We both built equity while having a renter pay a third of the mortgage.  Plus the property tax and interest on the loan were tax deductible.  Compared with renting an apartment, it made us  a lot more money.  In the end, we sold the house, and split the profits.  Assuming you have the personalities to make it work, I say go for it."
What happens when they run out of letters?,"NYSE started allowing four letter tickers around 2009.  NASDAQ allows 4-5 letter tickers.  I guess they'll keep increasing when / if needed.  Companies are allowed to change tickers, although there are costs.  Tickers in the US are assigned through a single entity.  Companies that are new need to take something that's open. http://www.wsj.com/articles/SB124296050986346159 I see that you're in Australia, but, since there aren't really that many options to deal with the problem that you mentioned, I'd guess that you'll ultimately do the same.  Not sure about how tickers are assigned there though."
Do I pay a zero % loan before another to clear both loans faster?,"By paying the $11,000 into the 2.54% loan you will save $23.30 in interest every month. By paying the $11,000 into the 3.625% loan you will save $33.20 in interest every month. If your objective is to get rid of one loan quicker so repayments can go to the other loan to pay off sooner, I would put the $11,000 into the 2.54% loan and pay that off as quick as possible, then put any extra payments into the mortgage at 3.625%. Pay only the minimum amounts into the 0% car loan as this is not costing you anything."
